UserID,UserName,Age,Gender,Location,LastLogin,PurchaseAmount,PurchaseCategory,ReviewScore,LoginFrequency
1,User_1,62,Female,Location_1,2023-06-10,118,Clothing,3,Monthly
2,User_2,65,Female,Location_2,2023-08-14,466,Electronics,4,Weekly
3,User_3,18,Male,Location_3,2023-02-17,869,Home & Garden,3,Weekly
4,User_4,21,Female,Location_4,2023-03-14,486,Books,2,Weekly
5,User_5,21,Male,Location_5,2023-07-26,753,Home & Garden,1,Monthly
6,User_6,57,Female,Location_6,2023-02-20,629,Books,2,Monthly
7,User_7,27,Female,Location_7,2023-01-27,113,Home & Garden,1,Weekly
8,User_8,37,Female,Location_8,2023-03-11,109,Home & Garden,1,Daily
9,User_9,39,Female,Location_9,2023-01-06,424,Food,2,Weekly
10,User_10,68,Female,Location_10,2023-10-04,766,Home & Garden,2,Monthly
11,User_11,54,Male,Location_11,2023-03-22,947,Books,4,Daily
12,User_12,41,Male,Location_12,2023-03-23,768,Food,2,Daily
13,User_13,24,Female,Location_13,2023-11-10,403,Home & Garden,5,Daily
14,User_14,42,Female,Location_14,2023-03-09,896,Food,3,Weekly
15,User_15,42,Male,Location_15,2023-08-16,830,Home & Garden,4,Daily
16,User_16,30,Male,Location_16,2023-06-03,309,Clothing,1,Daily
17,User_17,19,Female,Location_17,2023-04-03,859,Food,5,Monthly
18,User_18,56,Female,Location_18,2023-08-26,956,Books,2,Weekly
19,User_19,57,Female,Location_19,2023-07-18,410,Clothing,2,Daily
20,User_20,41,Female,Location_20,2023-11-24,74,Home & Garden,5,Daily
21,User_21,64,Male,Location_21,2023-06-22,804,Home & Garden,3,Monthly
22,User_22,42,Male,Location_22,2023-11-14,145,Clothing,5,Monthly
23,User_23,35,Male,Location_23,2023-06-01,448,Electronics,1,Daily
24,User_24,55,Male,Location_24,2023-11-17,860,Clothing,5,Daily
25,User_25,43,Male,Location_25,2023-09-01,964,Books,4,Daily
26,User_26,31,Male,Location_26,2023-07-08,341,Home & Garden,5,Daily
27,User_27,26,Female,Location_27,2023-12-10,323,Food,5,Weekly
28,User_28,27,Female,Location_28,2023-05-15,708,Electronics,1,Daily
29,User_29,38,Male,Location_29,2023-01-18,982,Food,1,Weekly
30,User_30,69,Male,Location_30,2023-02-14,279,Clothing,3,Weekly
31,User_31,34,Male,Location_31,2023-01-25,978,Home & Garden,1,Daily
32,User_32,69,Male,Location_32,2023-02-13,242,Books,1,Daily
33,User_33,23,Female,Location_33,2023-11-30,796,Clothing,1,Monthly
34,User_34,33,Female,Location_34,2023-02-09,155,Clothing,5,Weekly
35,User_35,65,Male,Location_35,2023-09-21,180,Food,5,Weekly
36,User_36,18,Male,Location_36,2023-08-03,310,Food,1,Daily
37,User_37,36,Female,Location_37,2023-09-01,236,Home & Garden,2,Daily
38,User_38,53,Male,Location_38,2023-10-11,725,Food,1,Daily
39,User_39,42,Female,Location_39,2023-09-21,865,Electronics,1,Daily
40,User_40,67,Female,Location_40,2023-10-04,848,Home & Garden,3,Monthly
41,User_41,69,Male,Location_41,2023-05-08,216,Books,1,Daily
42,User_42,47,Male,Location_42,2023-10-14,568,Electronics,1,Monthly
43,User_43,37,Female,Location_43,2023-09-10,576,Clothing,3,Daily
44,User_44,37,Female,Location_44,2023-07-30,700,Food,1,Daily
45,User_45,32,Male,Location_45,2023-01-25,53,Books,1,Weekly
46,User_46,57,Female,Location_46,2023-12-31,587,Home & Garden,4,Daily
47,User_47,50,Male,Location_47,2023-04-11,984,Food,3,Weekly
48,User_48,19,Male,Location_48,2023-09-08,367,Electronics,3,Weekly
49,User_49,27,Female,Location_49,2023-01-29,272,Clothing,4,Daily
50,User_50,50,Female,Location_50,2023-10-29,131,Clothing,3,Monthly
51,User_51,49,Male,Location_51,2023-04-29,185,Food,2,Weekly
52,User_52,28,Male,Location_52,2023-02-12,182,Home & Garden,5,Daily
53,User_53,70,Female,Location_53,2023-06-26,787,Home & Garden,5,Monthly
54,User_54,41,Male,Location_54,2023-11-08,525,Food,3,Weekly
55,User_55,53,Male,Location_55,2023-03-15,403,Food,5,Weekly
56,User_56,29,Male,Location_56,2023-08-28,133,Food,1,Weekly
57,User_57,68,Female,Location_57,2023-12-13,766,Books,1,Weekly
58,User_58,46,Female,Location_58,2023-06-18,517,Food,2,Monthly
59,User_59,52,Female,Location_59,2023-06-03,44,Books,4,Monthly
60,User_60,18,Male,Location_60,2023-08-29,488,Electronics,5,Daily
61,User_61,18,Female,Location_61,2023-06-25,523,Food,2,Weekly
62,User_62,54,Female,Location_62,2023-06-19,304,Food,5,Weekly
63,User_63,23,Male,Location_63,2023-07-16,216,Home & Garden,1,Weekly
64,User_64,56,Male,Location_64,2023-06-07,986,Food,2,Weekly
65,User_65,58,Female,Location_65,2023-08-10,872,Books,2,Weekly
66,User_66,70,Female,Location_66,2023-06-30,444,Books,4,Weekly
67,User_67,35,Female,Location_67,2023-08-21,151,Food,1,Monthly
68,User_68,33,Female,Location_68,2023-09-27,864,Books,2,Weekly
69,User_69,22,Male,Location_69,2023-03-29,56,Food,1,Monthly
70,User_70,59,Female,Location_70,2023-08-23,865,Electronics,1,Daily
71,User_71,60,Female,Location_71,2023-02-17,815,Books,3,Monthly
72,User_72,49,Male,Location_72,2023-01-18,871,Books,3,Daily
73,User_73,19,Male,Location_73,2023-07-16,759,Books,4,Daily
74,User_74,19,Female,Location_74,2023-02-05,756,Books,1,Monthly
75,User_75,57,Female,Location_75,2023-09-21,356,Food,3,Monthly
76,User_76,59,Female,Location_76,2023-10-01,92,Food,5,Weekly
77,User_77,53,Female,Location_77,2023-09-28,992,Electronics,1,Weekly
78,User_78,56,Female,Location_78,2023-09-15,528,Food,2,Daily
79,User_79,29,Male,Location_79,2023-10-02,596,Books,1,Daily
80,User_80,64,Male,Location_80,2023-03-02,437,Electronics,2,Monthly
81,User_81,36,Female,Location_81,2023-10-22,523,Clothing,4,Daily
82,User_82,45,Male,Location_82,2023-01-08,467,Home & Garden,3,Weekly
83,User_83,18,Female,Location_83,2023-11-04,484,Electronics,5,Monthly
84,User_84,32,Male,Location_84,2023-12-27,186,Home & Garden,3,Weekly
85,User_85,53,Female,Location_85,2023-10-20,857,Books,2,Monthly
86,User_86,30,Female,Location_86,2023-01-22,411,Clothing,4,Daily
87,User_87,60,Male,Location_87,2023-08-14,285,Home & Garden,2,Daily
88,User_88,38,Female,Location_88,2023-05-14,264,Electronics,4,Weekly
89,User_89,29,Female,Location_89,2023-05-21,157,Food,4,Daily
90,User_90,22,Female,Location_90,2023-02-20,843,Home & Garden,5,Monthly
91,User_91,24,Female,Location_91,2023-06-09,421,Food,5,Weekly
92,User_92,22,Female,Location_92,2023-12-17,750,Home & Garden,3,Weekly
93,User_93,65,Female,Location_93,2023-12-28,941,Books,5,Daily
94,User_94,70,Male,Location_94,2023-07-05,275,Food,2,Daily
95,User_95,21,Male,Location_95,2023-10-27,755,Clothing,2,Monthly
96,User_96,30,Female,Location_96,2023-02-08,23,Electronics,4,Daily
97,User_97,54,Female,Location_97,2023-02-07,447,Clothing,3,Weekly
98,User_98,70,Male,Location_98,2023-04-15,336,Home & Garden,3,Monthly
99,User_99,58,Male,Location_99,2023-11-23,994,Home & Garden,3,Weekly
100,User_100,32,Male,Location_0,2023-01-31,788,Clothing,4,Weekly
101,User_101,33,Male,Location_1,2023-01-31,131,Home & Garden,5,Weekly
102,User_102,38,Female,Location_2,2023-03-10,309,Books,1,Daily
103,User_103,53,Female,Location_3,2023-08-04,623,Electronics,2,Monthly
104,User_104,41,Male,Location_4,2023-05-29,399,Books,4,Monthly
105,User_105,33,Male,Location_5,2023-02-17,178,Food,2,Daily
106,User_106,31,Male,Location_6,2023-03-22,254,Electronics,5,Daily
107,User_107,39,Male,Location_7,2023-04-11,793,Electronics,5,Daily
108,User_108,66,Female,Location_8,2023-09-24,24,Home & Garden,4,Daily
109,User_109,67,Male,Location_9,2023-12-06,479,Food,4,Weekly
110,User_110,23,Male,Location_10,2023-01-07,10,Clothing,1,Weekly
111,User_111,59,Male,Location_11,2023-04-21,301,Food,3,Daily
112,User_112,53,Female,Location_12,2023-06-05,619,Clothing,1,Weekly
113,User_113,18,Female,Location_13,2023-10-21,408,Food,4,Weekly
114,User_114,49,Female,Location_14,2023-04-21,784,Food,1,Daily
115,User_115,23,Male,Location_15,2023-08-25,610,Clothing,2,Weekly
116,User_116,48,Female,Location_16,2023-01-11,512,Books,5,Daily
117,User_117,18,Female,Location_17,2023-09-09,13,Home & Garden,5,Monthly
118,User_118,67,Male,Location_18,2023-05-05,334,Home & Garden,1,Monthly
119,User_119,68,Female,Location_19,2023-07-11,111,Home & Garden,3,Daily
120,User_120,54,Male,Location_20,2023-02-24,498,Clothing,4,Weekly
121,User_121,52,Female,Location_21,2023-12-22,873,Home & Garden,5,Daily
122,User_122,66,Female,Location_22,2023-06-13,933,Electronics,1,Monthly
123,User_123,47,Male,Location_23,2023-03-27,636,Food,4,Monthly
124,User_124,21,Male,Location_24,2023-01-15,589,Clothing,5,Daily
125,User_125,52,Female,Location_25,2023-11-19,812,Clothing,1,Daily
126,User_126,60,Female,Location_26,2023-08-13,435,Electronics,4,Daily
127,User_127,31,Male,Location_27,2023-11-07,791,Food,3,Weekly
128,User_128,66,Female,Location_28,2023-12-27,905,Home & Garden,1,Daily
129,User_129,57,Male,Location_29,2023-11-20,123,Clothing,1,Daily
130,User_130,39,Male,Location_30,2023-09-20,411,Clothing,1,Weekly
131,User_131,27,Male,Location_31,2023-11-13,372,Clothing,5,Weekly
132,User_132,18,Female,Location_32,2023-01-09,690,Clothing,3,Monthly
133,User_133,28,Female,Location_33,2023-01-08,503,Clothing,3,Monthly
134,User_134,68,Female,Location_34,2023-10-18,980,Clothing,1,Daily
135,User_135,61,Female,Location_35,2023-08-02,816,Electronics,1,Monthly
136,User_136,41,Female,Location_36,2023-01-29,564,Clothing,3,Monthly
137,User_137,20,Male,Location_37,2023-12-11,333,Books,4,Weekly
138,User_138,52,Female,Location_38,2023-08-08,293,Food,1,Weekly
139,User_139,53,Male,Location_39,2023-10-30,966,Food,3,Weekly
140,User_140,48,Male,Location_40,2023-01-21,665,Home & Garden,5,Monthly
141,User_141,21,Female,Location_41,2023-12-03,764,Clothing,3,Weekly
142,User_142,36,Male,Location_42,2023-03-14,940,Clothing,4,Monthly
143,User_143,64,Female,Location_43,2023-07-17,494,Electronics,1,Weekly
144,User_144,53,Male,Location_44,2023-01-04,756,Books,3,Monthly
145,User_145,38,Male,Location_45,2023-05-23,625,Food,2,Weekly
146,User_146,35,Male,Location_46,2023-09-20,700,Food,1,Monthly
147,User_147,68,Female,Location_47,2023-04-09,54,Home & Garden,1,Monthly
148,User_148,45,Female,Location_48,2023-02-23,350,Clothing,2,Weekly
149,User_149,32,Female,Location_49,2023-08-12,574,Electronics,1,Weekly
150,User_150,59,Female,Location_50,2023-03-19,931,Home & Garden,5,Weekly
151,User_151,19,Male,Location_51,2023-06-22,725,Home & Garden,5,Daily
152,User_152,54,Female,Location_52,2023-09-02,182,Home & Garden,4,Daily
153,User_153,28,Female,Location_53,2023-02-14,91,Electronics,4,Weekly
154,User_154,40,Male,Location_54,2023-11-26,655,Electronics,3,Weekly
155,User_155,61,Male,Location_55,2023-04-26,605,Clothing,3,Daily
156,User_156,58,Female,Location_56,2023-12-07,721,Electronics,5,Weekly
157,User_157,29,Male,Location_57,2023-10-21,265,Home & Garden,1,Weekly
158,User_158,20,Female,Location_58,2023-11-12,846,Clothing,2,Daily
159,User_159,69,Male,Location_59,2023-12-20,617,Home & Garden,5,Monthly
160,User_160,34,Female,Location_60,2023-08-07,359,Home & Garden,4,Daily
161,User_161,50,Male,Location_61,2023-06-20,116,Food,4,Weekly
162,User_162,18,Female,Location_62,2023-12-25,764,Electronics,4,Weekly
163,User_163,56,Male,Location_63,2023-10-01,613,Food,2,Monthly
164,User_164,37,Female,Location_64,2023-12-18,170,Food,4,Weekly
165,User_165,64,Female,Location_65,2023-11-16,501,Home & Garden,4,Weekly
166,User_166,60,Female,Location_66,2023-05-19,947,Electronics,3,Daily
167,User_167,69,Female,Location_67,2023-11-27,220,Home & Garden,1,Daily
168,User_168,58,Female,Location_68,2023-06-06,423,Books,1,Weekly
169,User_169,31,Female,Location_69,2023-08-03,919,Home & Garden,2,Weekly
170,User_170,48,Male,Location_70,2023-11-01,374,Home & Garden,4,Weekly
171,User_171,42,Female,Location_71,2023-09-06,659,Electronics,3,Weekly
172,User_172,20,Male,Location_72,2023-07-04,64,Home & Garden,1,Monthly
173,User_173,21,Female,Location_73,2023-12-20,914,Home & Garden,2,Daily
174,User_174,48,Male,Location_74,2023-12-25,35,Food,3,Daily
175,User_175,52,Female,Location_75,2023-09-13,171,Home & Garden,4,Weekly
176,User_176,61,Male,Location_76,2023-07-18,539,Electronics,2,Weekly
177,User_177,31,Female,Location_77,2023-01-16,507,Food,3,Weekly
178,User_178,66,Male,Location_78,2023-08-07,441,Clothing,1,Daily
179,User_179,58,Female,Location_79,2023-05-12,538,Clothing,5,Weekly
180,User_180,26,Male,Location_80,2023-10-28,571,Home & Garden,1,Weekly
181,User_181,37,Male,Location_81,2023-10-11,72,Food,5,Monthly
182,User_182,49,Male,Location_82,2023-10-04,849,Books,2,Daily
183,User_183,26,Female,Location_83,2023-09-22,872,Clothing,3,Monthly
184,User_184,44,Male,Location_84,2023-07-01,986,Food,3,Weekly
185,User_185,20,Female,Location_85,2023-10-21,96,Clothing,3,Monthly
186,User_186,70,Female,Location_86,2023-07-07,517,Food,4,Monthly
187,User_187,21,Female,Location_87,2023-11-28,175,Home & Garden,1,Daily
188,User_188,62,Female,Location_88,2023-12-21,275,Food,5,Monthly
189,User_189,32,Male,Location_89,2023-09-15,952,Food,4,Weekly
190,User_190,50,Female,Location_90,2023-08-15,662,Electronics,2,Weekly
191,User_191,22,Male,Location_91,2023-01-06,98,Home & Garden,2,Weekly
192,User_192,21,Female,Location_92,2023-07-08,391,Books,4,Weekly
193,User_193,63,Male,Location_93,2023-05-23,383,Clothing,5,Daily
194,User_194,29,Female,Location_94,2023-03-03,416,Food,2,Weekly
195,User_195,40,Female,Location_95,2023-10-19,194,Food,1,Daily
196,User_196,31,Male,Location_96,2023-08-15,600,Home & Garden,2,Daily
197,User_197,63,Female,Location_97,2023-09-30,567,Electronics,5,Daily
198,User_198,29,Female,Location_98,2023-11-28,811,Clothing,1,Weekly
199,User_199,34,Female,Location_99,2023-06-13,712,Books,4,Daily
200,User_200,42,Female,Location_0,2023-05-05,526,Food,5,Monthly
201,User_201,47,Female,Location_1,2023-03-12,847,Electronics,1,Monthly
202,User_202,39,Female,Location_2,2023-12-22,647,Clothing,1,Weekly
203,User_203,64,Female,Location_3,2023-04-18,86,Clothing,1,Monthly
204,User_204,43,Female,Location_4,2023-10-18,691,Books,5,Monthly
205,User_205,34,Male,Location_5,2023-11-11,406,Home & Garden,3,Monthly
206,User_206,37,Female,Location_6,2023-10-02,778,Clothing,2,Monthly
207,User_207,51,Male,Location_7,2023-08-23,719,Clothing,3,Daily
208,User_208,58,Female,Location_8,2023-04-04,160,Books,2,Monthly
209,User_209,50,Male,Location_9,2023-02-16,755,Food,5,Weekly
210,User_210,54,Male,Location_10,2023-02-15,363,Home & Garden,2,Weekly
211,User_211,24,Male,Location_11,2023-04-07,699,Books,5,Monthly
212,User_212,39,Female,Location_12,2023-03-13,637,Food,1,Monthly
213,User_213,49,Female,Location_13,2023-04-16,843,Books,4,Monthly
214,User_214,31,Male,Location_14,2023-12-29,404,Books,3,Monthly
215,User_215,25,Female,Location_15,2023-10-12,208,Books,3,Monthly
216,User_216,42,Female,Location_16,2023-08-10,132,Electronics,5,Daily
217,User_217,33,Male,Location_17,2023-02-08,26,Books,2,Weekly
218,User_218,59,Female,Location_18,2023-08-02,721,Food,2,Weekly
219,User_219,36,Male,Location_19,2023-04-09,421,Food,4,Daily
220,User_220,58,Male,Location_20,2023-08-04,304,Clothing,1,Daily
221,User_221,33,Female,Location_21,2023-11-02,117,Electronics,2,Daily
222,User_222,29,Male,Location_22,2023-05-27,94,Food,2,Weekly
223,User_223,56,Female,Location_23,2023-08-24,435,Electronics,1,Weekly
224,User_224,65,Female,Location_24,2023-10-21,732,Clothing,4,Monthly
225,User_225,47,Female,Location_25,2023-05-29,637,Electronics,2,Daily
226,User_226,19,Female,Location_26,2023-03-13,464,Food,5,Weekly
227,User_227,49,Male,Location_27,2023-11-10,944,Home & Garden,1,Weekly
228,User_228,62,Female,Location_28,2023-05-21,684,Electronics,2,Monthly
229,User_229,42,Female,Location_29,2023-01-22,123,Electronics,4,Monthly
230,User_230,42,Female,Location_30,2023-02-16,724,Home & Garden,3,Weekly
231,User_231,21,Male,Location_31,2023-12-28,777,Books,5,Daily
232,User_232,36,Male,Location_32,2023-05-03,369,Home & Garden,5,Monthly
233,User_233,65,Female,Location_33,2023-06-12,818,Books,5,Weekly
234,User_234,21,Female,Location_34,2023-07-20,50,Home & Garden,5,Monthly
235,User_235,60,Female,Location_35,2023-04-13,933,Electronics,3,Daily
236,User_236,30,Female,Location_36,2023-08-04,104,Books,3,Weekly
237,User_237,56,Female,Location_37,2023-08-30,174,Books,3,Daily
238,User_238,53,Male,Location_38,2023-03-09,108,Home & Garden,3,Monthly
239,User_239,40,Female,Location_39,2023-06-28,581,Electronics,4,Daily
240,User_240,23,Male,Location_40,2023-05-23,611,Electronics,2,Daily
241,User_241,41,Male,Location_41,2023-02-25,933,Electronics,3,Monthly
242,User_242,61,Female,Location_42,2023-10-11,706,Books,3,Daily
243,User_243,50,Male,Location_43,2023-03-28,137,Books,4,Weekly
244,User_244,29,Female,Location_44,2023-10-10,964,Books,1,Monthly
245,User_245,58,Male,Location_45,2023-03-26,297,Electronics,4,Daily
246,User_246,38,Male,Location_46,2023-02-22,826,Clothing,1,Daily
247,User_247,28,Female,Location_47,2023-06-18,136,Clothing,5,Monthly
248,User_248,61,Male,Location_48,2023-01-21,397,Books,4,Daily
249,User_249,55,Female,Location_49,2023-03-06,330,Books,5,Weekly
250,User_250,46,Female,Location_50,2023-10-05,559,Electronics,1,Monthly
251,User_251,65,Female,Location_51,2023-02-20,513,Electronics,4,Weekly
252,User_252,58,Female,Location_52,2023-07-31,689,Clothing,1,Weekly
253,User_253,20,Female,Location_53,2023-09-03,22,Clothing,1,Weekly
254,User_254,45,Female,Location_54,2023-09-06,862,Home & Garden,5,Monthly
255,User_255,37,Male,Location_55,2023-09-02,469,Electronics,1,Monthly
256,User_256,43,Male,Location_56,2023-03-21,342,Food,2,Weekly
257,User_257,41,Female,Location_57,2023-08-12,642,Home & Garden,3,Monthly
258,User_258,69,Male,Location_58,2023-02-08,380,Electronics,4,Weekly
259,User_259,64,Male,Location_59,2023-09-27,997,Food,5,Weekly
260,User_260,38,Female,Location_60,2023-06-26,953,Food,3,Daily
261,User_261,47,Male,Location_61,2023-12-31,323,Books,5,Weekly
262,User_262,21,Female,Location_62,2023-09-05,159,Books,2,Monthly
263,User_263,53,Female,Location_63,2023-07-14,886,Food,3,Weekly
264,User_264,57,Male,Location_64,2023-12-17,534,Food,4,Weekly
265,User_265,27,Female,Location_65,2023-02-11,667,Home & Garden,1,Daily
266,User_266,27,Female,Location_66,2023-06-13,433,Food,1,Weekly
267,User_267,59,Female,Location_67,2023-10-08,937,Books,3,Weekly
268,User_268,41,Female,Location_68,2023-07-18,633,Books,5,Daily
269,User_269,21,Male,Location_69,2023-09-17,679,Books,4,Daily
270,User_270,64,Female,Location_70,2023-09-29,449,Clothing,1,Monthly
271,User_271,44,Male,Location_71,2023-04-20,459,Home & Garden,3,Weekly
272,User_272,68,Female,Location_72,2023-10-12,303,Home & Garden,3,Weekly
273,User_273,62,Male,Location_73,2023-06-29,522,Home & Garden,2,Daily
274,User_274,21,Male,Location_74,2023-12-20,801,Clothing,4,Monthly
275,User_275,49,Female,Location_75,2023-05-27,919,Home & Garden,4,Weekly
276,User_276,27,Male,Location_76,2023-03-08,146,Clothing,5,Weekly
277,User_277,28,Female,Location_77,2023-03-29,478,Clothing,5,Daily
278,User_278,45,Female,Location_78,2023-03-20,63,Food,3,Daily
279,User_279,63,Male,Location_79,2023-11-28,220,Clothing,2,Daily
280,User_280,25,Male,Location_80,2023-03-09,346,Electronics,3,Weekly
281,User_281,57,Male,Location_81,2023-02-11,791,Electronics,5,Weekly
282,User_282,39,Male,Location_82,2023-02-17,402,Home & Garden,1,Monthly
283,User_283,51,Female,Location_83,2023-03-15,400,Electronics,2,Daily
284,User_284,62,Male,Location_84,2023-01-27,421,Food,4,Daily
285,User_285,52,Female,Location_85,2023-07-13,175,Electronics,1,Daily
286,User_286,52,Male,Location_86,2023-06-06,429,Clothing,1,Weekly
287,User_287,42,Male,Location_87,2023-05-06,562,Electronics,4,Monthly
288,User_288,51,Female,Location_88,2023-06-17,676,Books,3,Monthly
289,User_289,23,Male,Location_89,2023-04-14,360,Food,2,Daily
290,User_290,58,Female,Location_90,2023-12-04,982,Home & Garden,1,Weekly
291,User_291,54,Male,Location_91,2023-10-16,451,Books,3,Daily
292,User_292,18,Male,Location_92,2023-07-01,311,Food,4,Daily
293,User_293,29,Female,Location_93,2023-02-13,858,Food,3,Monthly
294,User_294,52,Female,Location_94,2023-12-23,324,Food,1,Monthly
295,User_295,23,Female,Location_95,2023-09-13,161,Electronics,2,Weekly
296,User_296,34,Female,Location_96,2023-07-21,776,Electronics,2,Daily
297,User_297,26,Female,Location_97,2023-03-23,252,Books,4,Daily
298,User_298,19,Female,Location_98,2023-10-29,756,Books,3,Weekly
299,User_299,35,Female,Location_99,2023-08-13,978,Clothing,5,Daily
300,User_300,66,Male,Location_0,2023-05-11,474,Clothing,2,Weekly
301,User_301,53,Female,Location_1,2023-12-30,255,Clothing,5,Weekly
302,User_302,45,Male,Location_2,2023-10-06,903,Food,3,Weekly
303,User_303,58,Male,Location_3,2023-05-24,540,Home & Garden,3,Monthly
304,User_304,70,Female,Location_4,2023-12-29,980,Clothing,5,Daily
305,User_305,54,Male,Location_5,2023-09-12,921,Books,4,Monthly
306,User_306,66,Male,Location_6,2023-01-30,496,Home & Garden,5,Monthly
307,User_307,43,Female,Location_7,2023-05-03,903,Clothing,1,Weekly
308,User_308,21,Male,Location_8,2023-10-11,866,Electronics,5,Weekly
309,User_309,57,Female,Location_9,2023-03-01,761,Clothing,5,Daily
310,User_310,53,Male,Location_10,2023-12-04,842,Clothing,4,Weekly
311,User_311,68,Male,Location_11,2023-03-16,397,Food,1,Daily
312,User_312,48,Female,Location_12,2023-02-26,996,Food,3,Daily
313,User_313,47,Male,Location_13,2023-03-25,926,Clothing,1,Daily
314,User_314,67,Male,Location_14,2023-01-07,185,Food,5,Daily
315,User_315,51,Female,Location_15,2023-11-20,456,Electronics,3,Daily
316,User_316,36,Female,Location_16,2023-03-05,363,Home & Garden,4,Weekly
317,User_317,35,Male,Location_17,2023-06-18,34,Home & Garden,3,Monthly
318,User_318,47,Male,Location_18,2023-12-04,732,Food,4,Daily
319,User_319,38,Female,Location_19,2023-08-27,818,Clothing,5,Monthly
320,User_320,20,Male,Location_20,2023-07-14,147,Electronics,1,Daily
321,User_321,23,Female,Location_21,2023-10-10,338,Electronics,1,Monthly
322,User_322,55,Female,Location_22,2023-10-31,209,Books,1,Monthly
323,User_323,30,Male,Location_23,2023-02-05,486,Food,1,Daily
324,User_324,62,Female,Location_24,2023-06-13,307,Books,1,Weekly
325,User_325,20,Female,Location_25,2023-08-17,797,Food,2,Weekly
326,User_326,65,Male,Location_26,2023-05-27,736,Books,5,Weekly
327,User_327,45,Female,Location_27,2023-05-19,333,Clothing,1,Weekly
328,User_328,39,Male,Location_28,2023-02-04,984,Food,1,Monthly
329,User_329,57,Male,Location_29,2023-01-14,137,Home & Garden,4,Daily
330,User_330,57,Male,Location_30,2023-07-19,641,Food,5,Daily
331,User_331,29,Female,Location_31,2023-12-01,844,Home & Garden,4,Weekly
332,User_332,40,Male,Location_32,2023-05-03,737,Books,1,Daily
333,User_333,48,Male,Location_33,2023-01-19,245,Books,5,Daily
334,User_334,35,Male,Location_34,2023-02-22,34,Clothing,5,Daily
335,User_335,24,Male,Location_35,2023-12-11,606,Home & Garden,5,Monthly
