VehicleID,DriverName,Age,Gender,Speed,TravelDistance,TravelTime,TrafficEvent
667,Driver_667,21,Female,76,715,564.4736842,Normal
668,Driver_668,64,Male,18,765,2550,Breakdown
669,Driver_669,55,Female,128,428,200.625,Traffic Jam
670,Driver_670,61,Female,1,694,41640,Normal
671,Driver_671,37,Female,90,239,159.3333333,Accident
672,Driver_672,42,Female,112,651,348.75,Accident
673,Driver_673,24,Female,107,756,423.9252336,Breakdown
674,Driver_674,38,Male,149,44,17.71812081,Traffic Jam
675,Driver_675,24,Male,78,775,596.1538462,Breakdown
676,Driver_676,46,Male,13,712,3286.153846,Traffic Jam
677,Driver_677,69,Female,67,513,459.4029851,Accident
678,Driver_678,24,Male,105,564,322.2857143,Breakdown
679,Driver_679,20,Female,145,675,279.3103448,Traffic Jam
680,Driver_680,46,Male,5,865,10380,Normal
681,Driver_681,46,Male,26,24,55.38461538,Breakdown
682,Driver_682,56,Male,191,449,141.0471204,Accident
683,Driver_683,55,Female,155,712,275.6129032,Breakdown
684,Driver_684,23,Male,169,927,329.112426,Accident
685,Driver_685,63,Female,13,787,3632.307692,Normal
686,Driver_686,27,Male,45,801,1068,Accident
687,Driver_687,54,Female,176,3,1.022727273,Accident
688,Driver_688,31,Female,56,679,727.5,Normal
689,Driver_689,39,Female,58,269,278.2758621,Traffic Jam
690,Driver_690,49,Female,17,577,2036.470588,Accident
691,Driver_691,35,Female,95,895,565.2631579,Normal
692,Driver_692,53,Female,135,765,340,Normal
693,Driver_693,63,Female,26,73,168.4615385,Traffic Jam
694,Driver_694,69,Female,17,772,2724.705882,Breakdown
695,Driver_695,26,Female,196,398,121.8367347,Breakdown
696,Driver_696,43,Female,43,895,1248.837209,Breakdown
697,Driver_697,39,Male,175,987,338.4,Traffic Jam
698,Driver_698,63,Female,125,132,63.36,Accident
699,Driver_699,55,Male,92,231,150.6521739,Normal
700,Driver_700,40,Male,72,455,379.1666667,Accident
701,Driver_701,34,Female,186,647,208.7096774,Breakdown
702,Driver_702,43,Male,27,405,900,Breakdown
703,Driver_703,64,Female,6,827,8270,Normal
704,Driver_704,55,Female,135,3,1.333333333,Normal
705,Driver_705,19,Male,181,982,325.5248619,Accident
706,Driver_706,23,Female,119,176,88.7394958,Accident
707,Driver_707,24,Male,26,512,1181.538462,Breakdown
708,Driver_708,30,Male,123,693,338.0487805,Normal
709,Driver_709,44,Male,37,571,925.9459459,Normal
710,Driver_710,28,Male,93,111,71.61290323,Breakdown
711,Driver_711,32,Female,177,595,201.6949153,Breakdown
712,Driver_712,26,Female,20,255,765,Breakdown
713,Driver_713,25,Female,119,593,298.9915966,Breakdown
714,Driver_714,63,Male,184,314,102.3913043,Accident
715,Driver_715,23,Female,189,684,217.1428571,Traffic Jam
716,Driver_716,65,Male,183,290,95.08196721,Breakdown
717,Driver_717,60,Male,151,491,195.0993377,Normal
718,Driver_718,21,Male,185,70,22.7027027,Traffic Jam
719,Driver_719,28,Male,137,222,97.22627737,Breakdown
720,Driver_720,68,Male,128,80,37.5,Accident
721,Driver_721,45,Male,102,90,52.94117647,Breakdown
722,Driver_722,43,Female,147,494,201.6326531,Breakdown
723,Driver_723,21,Female,199,281,84.72361809,Breakdown
724,Driver_724,32,Female,50,357,428.4,Traffic Jam
725,Driver_725,36,Male,38,701,1106.842105,Traffic Jam
726,Driver_726,23,Male,195,890,273.8461538,Breakdown
727,Driver_727,22,Female,158,833,316.3291139,Normal
728,Driver_728,35,Female,37,446,723.2432432,Normal
729,Driver_729,23,Female,184,78,25.43478261,Breakdown
730,Driver_730,48,Male,126,525,250,Traffic Jam
731,Driver_731,42,Female,133,711,320.7518797,Normal
732,Driver_732,21,Female,59,114,115.9322034,Traffic Jam
733,Driver_733,23,Male,189,562,178.4126984,Traffic Jam
734,Driver_734,58,Male,31,132,255.483871,Breakdown
735,Driver_735,54,Female,198,929,281.5151515,Breakdown
736,Driver_736,67,Female,89,116,78.20224719,Breakdown
737,Driver_737,42,Male,145,690,285.5172414,Breakdown
738,Driver_738,51,Male,31,740,1432.258065,Accident
739,Driver_739,36,Male,159,398,150.1886792,Traffic Jam
740,Driver_740,51,Male,84,76,54.28571429,Accident
741,Driver_741,32,Female,90,18,12,Normal
742,Driver_742,67,Female,39,69,106.1538462,Traffic Jam
743,Driver_743,25,Female,178,472,159.1011236,Accident
744,Driver_744,61,Female,74,304,246.4864865,Accident
745,Driver_745,64,Female,38,331,522.6315789,Breakdown
746,Driver_746,66,Male,68,423,373.2352941,Breakdown
747,Driver_747,51,Male,123,629,306.8292683,Accident
748,Driver_748,35,Female,39,246,378.4615385,Traffic Jam
749,Driver_749,47,Male,127,871,411.496063,Normal
750,Driver_750,30,Female,13,433,1998.461538,Traffic Jam
751,Driver_751,64,Female,163,549,202.0858896,Breakdown
752,Driver_752,50,Female,123,478,233.1707317,Normal
753,Driver_753,52,Female,139,794,342.7338129,Accident
754,Driver_754,69,Male,103,548,319.223301,Traffic Jam
755,Driver_755,41,Female,75,456,364.8,Accident
756,Driver_756,43,Female,54,961,1067.777778,Normal
757,Driver_757,64,Female,164,833,304.7560976,Accident
758,Driver_758,68,Male,82,9,6.585365854,Accident
759,Driver_759,61,Female,179,964,323.1284916,Normal
760,Driver_760,59,Male,162,775,287.037037,Normal
761,Driver_761,64,Male,186,102,32.90322581,Accident
762,Driver_762,18,Female,80,392,294,Normal
763,Driver_763,30,Male,28,948,2031.428571,Traffic Jam
764,Driver_764,27,Male,137,462,202.3357664,Traffic Jam
765,Driver_765,36,Female,101,83,49.30693069,Normal
766,Driver_766,22,Female,8,377,2827.5,Breakdown
767,Driver_767,25,Male,145,530,219.3103448,Traffic Jam
768,Driver_768,21,Female,153,772,302.745098,Accident
769,Driver_769,66,Male,94,127,81.06382979,Normal
770,Driver_770,30,Female,123,265,129.2682927,Breakdown
771,Driver_771,55,Female,101,48,28.51485149,Traffic Jam
772,Driver_772,63,Female,187,556,178.3957219,Normal
773,Driver_773,66,Male,123,702,342.4390244,Breakdown
774,Driver_774,63,Male,59,772,785.0847458,Traffic Jam
775,Driver_775,36,Male,186,301,97.09677419,Normal
776,Driver_776,69,Female,18,76,253.3333333,Breakdown
777,Driver_777,67,Male,12,306,1530,Accident
778,Driver_778,25,Female,129,51,23.72093023,Breakdown
779,Driver_779,44,Female,27,139,308.8888889,Breakdown
780,Driver_780,67,Male,10,172,1032,Accident
781,Driver_781,64,Female,195,720,221.5384615,Breakdown
782,Driver_782,47,Male,189,988,313.6507937,Normal
783,Driver_783,21,Female,16,103,386.25,Traffic Jam
784,Driver_784,28,Male,27,575,1277.777778,Traffic Jam
785,Driver_785,38,Female,124,484,234.1935484,Normal
786,Driver_786,60,Female,6,339,3390,Traffic Jam
787,Driver_787,19,Male,0,766,inf,Traffic Jam
788,Driver_788,38,Male,7,319,2734.285714,Normal
789,Driver_789,34,Female,153,374,146.6666667,Breakdown
790,Driver_790,60,Male,67,420,376.119403,Traffic Jam
791,Driver_791,68,Female,59,342,347.7966102,Accident
792,Driver_792,46,Female,116,925,478.4482759,Traffic Jam
793,Driver_793,44,Female,164,956,349.7560976,Breakdown
794,Driver_794,41,Female,172,226,78.8372093,Normal
795,Driver_795,66,Female,113,90,47.78761062,Normal
796,Driver_796,20,Male,111,459,248.1081081,Normal
797,Driver_797,56,Male,166,514,185.7831325,Accident
798,Driver_798,27,Male,170,507,178.9411765,Traffic Jam
799,Driver_799,20,Female,164,406,148.5365854,Normal
800,Driver_800,62,Male,68,922,813.5294118,Breakdown
801,Driver_801,59,Male,91,651,429.2307692,Normal
802,Driver_802,43,Male,13,633,2921.538462,Normal
803,Driver_803,54,Female,141,426,181.2765957,Traffic Jam
804,Driver_804,44,Male,169,14,4.970414201,Traffic Jam
805,Driver_805,22,Male,72,692,576.6666667,Traffic Jam
806,Driver_806,59,Male,134,323,144.6268657,Breakdown
807,Driver_807,28,Female,94,211,134.6808511,Traffic Jam
808,Driver_808,30,Male,140,213,91.28571429,Traffic Jam
809,Driver_809,58,Female,98,648,396.7346939,Traffic Jam
810,Driver_810,51,Female,131,809,370.5343511,Normal
811,Driver_811,55,Male,16,313,1173.75,Breakdown
812,Driver_812,57,Female,5,342,4104,Accident
813,Driver_813,50,Male,40,38,57,Breakdown
814,Driver_814,51,Female,183,431,141.3114754,Normal
815,Driver_815,44,Male,157,212,81.01910828,Accident
816,Driver_816,53,Male,181,475,157.4585635,Breakdown
817,Driver_817,43,Female,22,696,1898.181818,Normal
818,Driver_818,68,Male,101,391,232.2772277,Normal
819,Driver_819,42,Female,23,513,1338.26087,Accident
820,Driver_820,36,Male,122,393,193.2786885,Normal
821,Driver_821,38,Female,164,726,265.6097561,Accident
822,Driver_822,48,Female,187,380,121.9251337,Breakdown
823,Driver_823,46,Female,34,240,423.5294118,Accident
824,Driver_824,26,Female,198,678,205.4545455,Accident
825,Driver_825,36,Female,134,964,431.641791,Normal
826,Driver_826,43,Male,88,687,468.4090909,Traffic Jam
827,Driver_827,42,Male,76,745,588.1578947,Normal
828,Driver_828,57,Female,17,426,1503.529412,Normal
829,Driver_829,60,Male,95,861,543.7894737,Breakdown
830,Driver_830,46,Male,48,64,80,Accident
831,Driver_831,42,Female,37,58,94.05405405,Breakdown
832,Driver_832,36,Female,0,613,inf,Breakdown
833,Driver_833,21,Female,113,552,293.0973451,Accident
834,Driver_834,62,Female,108,706,392.2222222,Breakdown
835,Driver_835,37,Male,4,436,6540,Traffic Jam
836,Driver_836,63,Male,95,702,443.3684211,Accident
837,Driver_837,18,Female,188,366,116.8085106,Breakdown
838,Driver_838,28,Male,127,710,335.4330709,Traffic Jam
839,Driver_839,21,Male,10,955,5730,Normal
840,Driver_840,24,Female,29,860,1779.310345,Accident
841,Driver_841,45,Male,97,352,217.7319588,Normal
842,Driver_842,53,Male,105,937,535.4285714,Breakdown
843,Driver_843,24,Female,13,74,341.5384615,Traffic Jam
844,Driver_844,37,Male,19,694,2191.578947,Traffic Jam
845,Driver_845,52,Male,41,889,1300.97561,Traffic Jam
846,Driver_846,68,Male,172,520,181.3953488,Normal
847,Driver_847,68,Female,51,356,418.8235294,Traffic Jam
848,Driver_848,56,Female,107,944,529.3457944,Traffic Jam
849,Driver_849,38,Male,144,710,295.8333333,Normal
850,Driver_850,61,Female,165,682,248,Normal
851,Driver_851,18,Male,14,797,3415.714286,Traffic Jam
852,Driver_852,54,Female,164,247,90.36585366,Breakdown
853,Driver_853,63,Male,114,891,468.9473684,Breakdown
854,Driver_854,59,Female,132,854,388.1818182,Accident
855,Driver_855,20,Male,47,780,995.7446809,Traffic Jam
856,Driver_856,51,Male,128,516,241.875,Accident
857,Driver_857,30,Female,49,275,336.7346939,Normal
858,Driver_858,33,Male,165,932,338.9090909,Normal
859,Driver_859,51,Male,44,47,64.09090909,Normal
860,Driver_860,41,Female,69,362,314.7826087,Normal
861,Driver_861,30,Female,104,146,84.23076923,Breakdown
862,Driver_862,23,Male,16,112,420,Normal
863,Driver_863,56,Male,16,156,585,Normal
864,Driver_864,19,Male,10,55,330,Breakdown
865,Driver_865,28,Female,5,624,7488,Normal
866,Driver_866,24,Female,151,714,283.7086093,Accident
867,Driver_867,24,Male,175,404,138.5142857,Traffic Jam
868,Driver_868,56,Male,67,200,179.1044776,Traffic Jam
869,Driver_869,56,Male,166,584,211.0843373,Normal
870,Driver_870,29,Male,18,870,2900,Normal
871,Driver_871,68,Female,94,428,273.1914894,Normal
872,Driver_872,39,Male,31,941,1821.290323,Breakdown
873,Driver_873,68,Male,170,623,219.8823529,Traffic Jam
874,Driver_874,68,Female,47,687,877.0212766,Accident
875,Driver_875,69,Female,21,675,1928.571429,Breakdown
876,Driver_876,20,Female,55,674,735.2727273,Breakdown
877,Driver_877,30,Female,74,75,60.81081081,Breakdown
878,Driver_878,47,Male,108,376,208.8888889,Accident
879,Driver_879,27,Male,31,838,1621.935484,Accident
880,Driver_880,69,Female,83,477,344.8192771,Traffic Jam
881,Driver_881,26,Female,66,815,740.9090909,Accident
882,Driver_882,23,Male,147,929,379.1836735,Normal
883,Driver_883,61,Male,159,212,80,Normal
884,Driver_884,19,Male,114,424,223.1578947,Traffic Jam
885,Driver_885,61,Female,19,415,1310.526316,Accident
886,Driver_886,33,Female,39,224,344.6153846,Traffic Jam
887,Driver_887,30,Female,167,880,316.1676647,Traffic Jam
888,Driver_888,65,Male,61,176,173.1147541,Accident
889,Driver_889,30,Male,97,898,555.4639175,Breakdown
890,Driver_890,39,Male,172,929,324.0697674,Accident
891,Driver_891,36,Female,182,895,295.0549451,Normal
892,Driver_892,43,Female,122,105,51.63934426,Accident
893,Driver_893,31,Male,190,370,116.8421053,Breakdown
894,Driver_894,48,Male,144,704,293.3333333,Accident
895,Driver_895,46,Female,80,120,90,Normal
896,Driver_896,62,Female,134,302,135.2238806,Normal
897,Driver_897,59,Female,196,184,56.32653061,Breakdown
898,Driver_898,39,Male,45,111,148,Breakdown
899,Driver_899,24,Male,158,887,336.835443,Normal
900,Driver_900,54,Female,76,321,253.4210526,Normal
901,Driver_901,66,Male,123,870,424.3902439,Accident
902,Driver_902,58,Female,181,470,155.801105,Traffic Jam
903,Driver_903,44,Male,161,663,247.0807453,Traffic Jam
904,Driver_904,48,Male,90,412,274.6666667,Breakdown
905,Driver_905,23,Male,146,6,2.465753425,Breakdown
906,Driver_906,33,Female,134,878,393.1343284,Traffic Jam
907,Driver_907,55,Male,120,36,18,Normal
908,Driver_908,55,Female,130,878,405.2307692,Breakdown
909,Driver_909,67,Male,154,804,313.2467532,Accident
910,Driver_910,49,Female,25,637,1528.8,Traffic Jam
911,Driver_911,50,Female,13,617,2847.692308,Accident
912,Driver_912,66,Female,191,196,61.57068063,Accident
913,Driver_913,34,Female,62,157,151.9354839,Normal
914,Driver_914,50,Female,57,604,635.7894737,Breakdown
915,Driver_915,28,Male,37,764,1238.918919,Breakdown
916,Driver_916,30,Male,173,138,47.86127168,Breakdown
917,Driver_917,47,Female,149,300,120.8053691,Normal
918,Driver_918,18,Female,107,644,361.1214953,Accident
919,Driver_919,47,Female,69,108,93.91304348,Accident
920,Driver_920,44,Male,49,908,1111.836735,Accident
921,Driver_921,57,Female,25,948,2275.2,Accident
922,Driver_922,40,Male,12,471,2355,Breakdown
923,Driver_923,37,Female,52,619,714.2307692,Breakdown
924,Driver_924,23,Male,70,747,640.2857143,Accident
925,Driver_925,54,Female,175,133,45.6,Accident
926,Driver_926,37,Male,73,670,550.6849315,Normal
927,Driver_927,54,Male,138,317,137.826087,Breakdown
928,Driver_928,23,Female,72,429,357.5,Breakdown
929,Driver_929,46,Female,144,3,1.25,Accident
930,Driver_930,30,Female,95,991,625.8947368,Breakdown
931,Driver_931,44,Female,94,70,44.68085106,Breakdown
932,Driver_932,67,Male,38,560,884.2105263,Accident
933,Driver_933,37,Male,176,205,69.88636364,Traffic Jam
934,Driver_934,30,Male,188,658,210,Traffic Jam
935,Driver_935,56,Male,6,80,800,Traffic Jam
936,Driver_936,25,Male,198,697,211.2121212,Breakdown
937,Driver_937,34,Male,119,554,279.3277311,Normal
938,Driver_938,47,Female,1,921,55260,Breakdown
939,Driver_939,18,Male,111,726,392.4324324,Accident
940,Driver_940,41,Male,191,617,193.8219895,Normal
941,Driver_941,33,Male,193,516,160.4145078,Accident
942,Driver_942,28,Female,125,701,336.48,Normal
943,Driver_943,21,Male,21,815,2328.571429,Normal
944,Driver_944,21,Female,46,369,481.3043478,Normal
945,Driver_945,34,Male,0,160,inf,Normal
946,Driver_946,66,Male,164,455,166.4634146,Traffic Jam
947,Driver_947,27,Female,154,820,319.4805195,Normal
948,Driver_948,38,Male,148,98,39.72972973,Normal
949,Driver_949,55,Male,84,176,125.7142857,Accident
950,Driver_950,66,Female,34,268,472.9411765,Accident
951,Driver_951,35,Female,110,872,475.6363636,Traffic Jam
952,Driver_952,27,Male,61,319,313.7704918,Normal
953,Driver_953,62,Male,158,649,246.4556962,Accident
954,Driver_954,33,Female,155,191,73.93548387,Normal
955,Driver_955,56,Female,73,132,108.4931507,Normal
956,Driver_956,32,Female,72,952,793.3333333,Breakdown
957,Driver_957,51,Female,52,108,124.6153846,Normal
958,Driver_958,22,Male,84,823,587.8571429,Accident
959,Driver_959,34,Male,151,744,295.6291391,Breakdown
960,Driver_960,54,Female,62,170,164.516129,Breakdown
961,Driver_961,25,Male,48,311,388.75,Accident
962,Driver_962,41,Female,187,282,90.48128342,Normal
963,Driver_963,45,Female,43,878,1225.116279,Normal
964,Driver_964,64,Male,170,391,138,Normal
965,Driver_965,25,Female,141,72,30.63829787,Breakdown
966,Driver_966,40,Female,111,745,402.7027027,Accident
967,Driver_967,52,Male,9,960,6400,Breakdown
968,Driver_968,48,Male,155,350,135.483871,Breakdown
969,Driver_969,34,Female,90,767,511.3333333,Normal
970,Driver_970,45,Male,34,966,1704.705882,Traffic Jam
971,Driver_971,65,Male,70,551,472.2857143,Normal
972,Driver_972,65,Male,169,964,342.2485207,Traffic Jam
973,Driver_973,68,Male,37,264,428.1081081,Accident
974,Driver_974,29,Male,6,371,3710,Breakdown
975,Driver_975,41,Male,58,940,972.4137931,Normal
976,Driver_976,32,Female,85,920,649.4117647,Accident
977,Driver_977,57,Male,3,217,4340,Traffic Jam
978,Driver_978,48,Female,75,798,638.4,Breakdown
979,Driver_979,44,Female,11,308,1680,Breakdown
980,Driver_980,52,Female,157,914,349.2993631,Accident
981,Driver_981,35,Male,78,697,536.1538462,Accident
982,Driver_982,53,Male,26,300,692.3076923,Accident
983,Driver_983,25,Female,107,930,521.4953271,Normal
984,Driver_984,63,Female,80,817,612.75,Breakdown
985,Driver_985,66,Female,163,719,264.6625767,Accident
986,Driver_986,55,Female,52,875,1009.615385,Traffic Jam
987,Driver_987,22,Male,145,427,176.6896552,Normal
988,Driver_988,31,Female,80,721,540.75,Traffic Jam
989,Driver_989,55,Male,138,240,104.3478261,Breakdown
990,Driver_990,37,Female,188,130,41.4893617,Breakdown
991,Driver_991,61,Male,99,363,220,Traffic Jam
992,Driver_992,26,Male,153,566,221.9607843,Normal
993,Driver_993,50,Female,127,449,212.1259843,Accident
994,Driver_994,35,Female,154,756,294.5454545,Accident
995,Driver_995,23,Female,51,384,451.7647059,Accident
996,Driver_996,54,Female,79,57,43.29113924,Accident
997,Driver_997,19,Male,27,144,320,Accident
998,Driver_998,47,Male,132,337,153.1818182,Traffic Jam
999,Driver_999,23,Male,102,201,118.2352941,Traffic Jam
1000,Driver_1000,34,Male,103,362,210.8737864,Normal
